 שם ישוב,סמל ישוב,מספר קלפי,בזב,מצביעים,פסולים,כשרים,אמת,ג,ד,הי,הפ,הק,ו,ז,זה,זך,טב,יק,כן,מחל,מרץ,נ,ני,נץ,נק,עם,פ,פה,פז,פי,פך,פנ,פץ,ץ,צפ,צק,ק,קנ,רק,שס
שמעה, 003784, 0001.0, 000241, 000142, 000004, 000138, 000014, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000031, 000000, 000000, 000048, 000000, 000000, 000000, 000015, 000000, 000000, 000000, 000011, 000001, 000000, 000000, 000000, 000000, 000004, 000008, 000000, 000000, 000002, 000000, 000004
שמרת, 000432, 0001.0, 000358, 000250, 000000, 000250, 000062, 000000, 000000, 000000, 000000, 000000, 000002, 000006, 000000, 000000, 000005, 000000, 000004, 000011, 000109, 000000, 000000, 000002, 000000, 000000, 000000, 000022, 000001, 000000, 000000, 000000, 000000, 000000, 000025, 000000, 000001, 000000, 000000, 000000
שמשית, 001337, 0001.0, 000442, 000367, 000001, 000366, 000106, 000001, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000008, 000000, 000008, 000036, 000043, 000000, 000000, 000000, 000000, 000000, 000000, 000097, 000000, 000000, 000000, 000000, 000000, 000011, 000049, 000000, 000000, 000001, 000002, 000002
שמשית, 001337, 0002.0, 000466, 000392, 000002, 000390, 000104, 000000, 000001, 000000, 000000, 000000, 000000, 000006, 000000, 000000, 000017, 000000, 000008, 000053, 000035, 000000, 000000, 000001, 000000, 000000, 000000, 000106, 000000, 000000, 000000, 000000, 000000, 000004, 000050, 000000, 000000, 000002, 000001, 000002
שמשית, 001337, 0003.0, 000494, 000396, 000000, 000396, 000117, 000002, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000001, 000004, 000000, 000006, 000035, 000055, 000000, 000000, 000001, 000000, 000000, 000000, 000123, 000000, 000000, 000000, 000000, 000000, 000002, 000045, 000000, 000001, 000002, 000000, 000000
שני, 001287, 0001.0, 000305, 000188, 000001, 000187, 000021, 000001, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000039, 000002, 000002, 000058, 000002, 000000, 000000, 000018, 000000, 000000, 000000, 000014, 000002, 000000, 000000, 000000, 000000, 000009, 000006, 000001, 000000, 000005, 000002, 000003
שניר, 001132, 0001.0, 000398, 000300, 000000, 000300, 000111, 000000, 000000, 000000, 000000, 000000, 000001, 000008, 000000, 000000, 000002, 000000, 000005, 000021, 000051, 000000, 000000, 000000, 000000, 000000, 000000, 000060, 000000, 000000, 000000, 000000, 000000, 000003, 000030, 000000, 000001, 000006, 000000, 000001
שעב, 000538, 0001.0, 000649, 000463, 000000, 000463, 000008, 000000, 000093, 000000, 000000, 000000, 000145, 000000, 000000, 000000, 000000, 000000, 000000, 000008, 000005, 000000, 000000, 000000, 000000, 000197, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000007
שעב, 000538, 0002.0, 000603, 000394, 000001, 000393, 000001, 000002, 000096, 000000, 000000, 000000, 000179, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000006, 000000, 000000, 000000, 000000, 000100, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000003, 000000, 000001, 000000, 000000, 000001, 000003
שעב, 000538, 0003.0, 000702, 000464, 000000, 000464, 000003, 000000, 000072, 000000, 000000, 000000, 000178, 000001, 000000, 000000, 000000, 000000, 000000, 000008, 000031, 000000, 000000, 000000, 000000, 000151, 000000, 000002, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000016
שעב, 000538, 0004.0, 000521, 000366, 000002, 000364, 000001, 000001, 000044, 000000, 000000, 000000, 000123, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000005, 000000, 000000, 000000, 000000, 000177, 000000, 000002, 000000, 000000, 000000, 000000, 000000, 000002, 000001, 000000, 000001, 000000, 000001, 000006
שעב, 000538, 0005.0, 000619, 000412, 000008, 000404, 000002, 000000, 000056, 000002, 000001, 000000, 000164, 000000, 000000, 000000, 000000, 000000, 000000, 000013, 000003, 000000, 000000, 000000, 000000, 000151, 000000, 000006, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000001, 000004
שעב, 000538, 0006.0, 000444, 000319, 000002, 000317, 000003, 000000, 000038, 000000, 000000, 000000, 000037, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000006, 000000, 000000, 000000, 000000, 000222, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000010
שעב, 000538, 0007.0, 000448, 000329, 000002, 000327, 000006, 000000, 000089, 000000, 000000, 000000, 000114, 000000, 000000, 000000, 000000, 000000, 000001, 000001, 000009, 000000, 000000, 000000, 000000, 000097, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000000, 000000, 000000, 000007
שעל, 004009, 0001.0, 000206, 000145, 000000, 000145, 000009, 000000, 000000, 000000, 000000, 000000, 000000, 000016, 000000, 000000, 000011, 000000, 000002, 000043, 000005, 000000, 000000, 000007, 000000, 000000, 000000, 000031, 000000, 000000, 000000, 000000, 000000, 000003, 000009, 000000, 000000, 000004, 000000, 000005
שעלבים, 000856, 0001.0, 000427, 000379, 000000, 000379, 000002, 000024, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000241, 000000, 000000, 000020, 000003, 000000, 000000, 000038, 000000, 000000, 000000, 000010, 000001, 000000, 000000, 000000, 000000, 000014, 000000, 000000, 000000, 000001, 000000, 000024
שער אפרים, 000661, 0001.0, 000516, 000401, 000006, 000395, 000057, 000004, 000003, 000000, 000001, 000000, 000000, 000008, 000000, 000000, 000040, 000000, 000014, 000092, 000016, 000000, 000000, 000004, 000000, 000000, 000000, 000095, 000010, 000000, 000000, 000003, 000000, 000006, 000019, 000000, 000000, 000002, 000000, 000021
שער אפרים, 000661, 0002.0, 000461, 000356, 000003, 000353, 000051, 000002, 000001, 000000, 000000, 000000, 000001, 000007, 000000, 000000, 000044, 000000, 000006, 000091, 000010, 000000, 000000, 000007, 000000, 000000, 000000, 000074, 000014, 000001, 000000, 000000, 000000, 000007, 000013, 000000, 000000, 000000, 000000, 000024
שער הגולן, 000264, 0001.0, 000505, 000378, 000004, 000374, 000145, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000003, 000000, 000000, 000018, 000093, 000000, 000000, 000002, 000000, 000000, 000000, 000068, 000000, 000000, 000000, 000000, 000000, 000003, 000034, 000000, 000000, 000007, 000000, 000000
שער העמקים, 000237, 0001.0, 000540, 000421, 000000, 000421, 000116, 000000, 000000, 000000, 000000, 000000, 000004, 000013, 000000, 000000, 000001, 000000, 000005, 000006, 000171, 000000, 000000, 000001, 000000, 000000, 000000, 000067, 000001, 000000, 000000, 000000, 000000, 000002, 000029, 000000, 000000, 000004, 000001, 000000
שער מנשה, 000921, 0001.0, 000122, 000011, 000001, 000010, 000002, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000001, 000000, 000002
שערי תקווה, 003720, 0001.0, 000690, 000536, 000002, 000534, 000048, 000002, 000000, 000000, 000001, 000000, 000000, 000008, 000000, 000000, 000166, 000000, 000007, 000180, 000002, 000000, 000001, 000018, 000000, 000000, 000000, 000058, 000003, 000000, 000000, 000000, 000000, 000006, 000020, 000000, 000000, 000003, 000002, 000009
שערי תקווה, 003720, 0002.0, 000601, 000447, 000000, 000447, 000032, 000000, 000000, 000000, 000001, 000000, 000000, 000004, 000000, 000000, 000109, 000000, 000008, 000127, 000009, 000000, 000000, 000020, 000000, 000000, 000000, 000074, 000007, 000000, 000000, 000000, 000000, 000009, 000025, 000000, 000000, 000008, 000003, 000011
שערי תקווה, 003720, 0003.0, 000684, 000557, 000001, 000556, 000027, 000000, 000000, 000000, 000000, 000000, 000000, 000004, 000000, 000000, 000196, 000000, 000012, 000153, 000005, 000000, 000000, 000027, 000000, 000000, 000001, 000080, 000006, 000000, 000000, 000000, 000001, 000017, 000007, 000000, 000000, 000005, 000002, 000013
שערי תקווה, 003720, 0004.0, 000591, 000453, 000000, 000453, 000034, 000001, 000000, 000000, 000000, 000000, 000002, 000003, 000000, 000001, 000158, 000000, 000001, 000143, 000005, 000000, 000000, 000023, 000000, 000000, 000000, 000043, 000003, 000000, 000000, 000000, 000001, 000008, 000011, 000000, 000000, 000008, 000001, 000007
שערי תקווה, 003720, 0005.0, 000674, 000528, 000004, 000524, 000022, 000005, 000000, 000000, 000000, 000000, 000000, 000003, 000000, 000000, 000176, 000001, 000007, 000148, 000007, 000000, 000000, 000022, 000000, 000000, 000000, 000073, 000007, 000000, 000000, 000000, 000000, 000013, 000016, 000000, 000000, 000010, 000002, 000012
שפיים, 000232, 0001.0, 000463, 000366, 000001, 000365, 000142, 000003, 000000, 000000, 000000, 000000, 000004, 000006, 000000, 000000, 000003, 000000, 000002, 000014, 000070, 000000, 000000, 000000, 000001, 000000, 000000, 000090, 000000, 000000, 000000, 000000, 000000, 000003, 000019, 000000, 000000, 000005, 000003, 000000
שפיים, 000232, 0002.0, 000417, 000318, 000001, 000317, 000140, 000000, 000000, 000000, 000000, 000000, 000001, 000006, 000000, 000001, 000003, 000000, 000002, 000011, 000052, 000000, 000000, 000000, 000000, 000000, 000000, 000077, 000000, 000000, 000000, 000000, 000000, 000000, 000016, 000000, 000008, 000000, 000000, 000000
שפיר, 000692, 0001.0, 000444, 000365, 000003, 000362, 000034, 000002, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000100, 000000, 000009, 000092, 000007, 000000, 000000, 000006, 000000, 000000, 000000, 000048, 000002, 000000, 000000, 000000, 000000, 000005, 000020, 000000, 000000, 000005, 000000, 000030
שפר, 000846, 0001.0, 000283, 000191, 000001, 000190, 000011, 000000, 000000, 000000, 000000, 000000, 000000, 000004, 000000, 000000, 000023, 000000, 000004, 000080, 000007, 000000, 000000, 000002, 000000, 000000, 000000, 000023, 000000, 000000, 000000, 000000, 000001, 000006, 000010, 000000, 000002, 000004, 000000, 000013
שפרעם, 008800, 0001.0, 000685, 000406, 000004, 000402, 000004, 000002, 000117, 000000, 000000, 000001, 000108, 000000, 000000, 000000, 000000, 000000, 000028, 000078, 000004, 000000, 000000, 000001, 000000, 000044, 000000, 000002, 000000, 000000, 000000, 000001, 000000, 000000, 000010, 000000, 000000, 000002, 000000, 000000
שפרעם, 008800, 0002.0, 000671, 000406, 000005, 000401, 000005, 000000, 000138, 000000, 000000, 000000, 000086, 000000, 000000, 000000, 000000, 000000, 000040, 000076, 000003, 000000, 000001, 000000, 000000, 000041, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000007, 000000, 000000, 000001, 000000, 000002
שפרעם, 008800, 0003.0, 000653, 000365, 000004, 000361, 000010, 000000, 000096, 000000, 000000, 000000, 000088, 000000, 000000, 000000, 000000, 000000, 000033, 000068, 000000, 000000, 000000, 000001, 000000, 000051, 000000, 000002, 000000, 000000, 000000, 000000, 000001, 000001, 000007, 000000, 000001, 000001, 000000, 000001
שפרעם, 008800, 0004.0, 000692, 000438, 000008, 000430, 000006, 000000, 000172, 000000, 000000, 000000, 000136, 000000, 000000, 000000, 000004, 000000, 000014, 000033, 000008, 000000, 000000, 000000, 000000, 000044, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000009, 000000, 000001, 000001, 000000, 000001
שפרעם, 008800, 0005.0, 000603, 000414, 000007, 000407, 000013, 000000, 000156, 000000, 000000, 000000, 000191, 000000, 000000, 000000, 000003, 000000, 000004, 000001, 000007, 000000, 000000, 000000, 000000, 000022, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000002, 000002, 000000, 000000, 000001, 000000, 000005
שפרעם, 008800, 0006.0, 000688, 000342, 000010, 000332, 000014, 000001, 000135, 000000, 000000, 000000, 000110, 000000, 000000, 000000, 000000, 000002, 000009, 000011, 000004, 000000, 000000, 000000, 000000, 000027, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000003, 000012, 000001, 000002, 000000, 000000, 000000
שפרעם, 008800, 0007.0, 000664, 000345, 000004, 000341, 000009, 000001, 000147, 000000, 000000, 000000, 000096, 000000, 000000, 000000, 000000, 000000, 000010, 000013, 000006, 000000, 000000, 000002, 000000, 000037, 000000, 000002, 000002, 000000, 000000, 000000, 000000, 000000, 000014, 000000, 000000, 000001, 000000, 000001
שפרעם, 008800, 0008.0, 000676, 000365, 000013, 000352, 000005, 000000, 000102, 000000, 000001, 000000, 000076, 000000, 000000, 000000, 000000, 000000, 000013, 000049, 000003, 000000, 000000, 000000, 000000, 000082, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000002, 000015, 000000, 000002, 000001, 000000, 000000
שפרעם, 008800, 0009.0, 000695, 000402, 000004, 000398, 000002, 000001, 000077, 000000, 000000, 000000, 000140, 000000, 000000, 000001, 000000, 000000, 000024, 000060, 000008, 000000, 000000, 000000, 000000, 000076, 000000, 000002, 000000, 000000, 000000, 000000, 000000, 000000, 000004, 000000, 000001, 000000, 000000, 000002
שפרעם, 008800, 0010.0, 000666, 000446, 000006, 000440, 000005, 000001, 000081, 000000, 000000, 000000, 000148, 000000, 000000, 000000, 000001, 000000, 000037, 000076, 000005, 000000, 000000, 000000, 000000, 000060, 000000, 000002, 000000, 000001, 000000, 000000, 000000, 000000, 000015, 000000, 000001, 000000, 000000, 000007
שפרעם, 008800, 0011.0, 000598, 000337, 000001, 000336, 000008, 000000, 000076, 000000, 000000, 000000, 000115, 000000, 000000, 000000, 000000, 000000, 000017, 000042, 000002, 000000, 000000, 000000, 000000, 000070, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000005, 000000, 000000, 000000, 000000, 000001
שפרעם, 008800, 0012.0, 000603, 000338, 000020, 000318, 000003, 000001, 000058, 000000, 000001, 000000, 000124, 000000, 000000, 000000, 000001, 000000, 000009, 000033, 000006, 000000, 000000, 000000, 000001, 000076, 000000, 000002, 000000, 000000, 000000, 000000, 000000, 000000, 000003, 000000, 000000, 000000, 000000, 000000
שפרעם, 008800, 0013.0, 000683, 000341, 000005, 000336, 000006, 000001, 000071, 000000, 000000, 000000, 000111, 000000, 000000, 000000, 000000, 000000, 000008, 000047, 000006, 000000, 000000, 000000, 000000, 000076, 000000, 000000, 000001, 000000, 000000, 000000, 000001, 000000, 000006, 000000, 000000, 000000, 000000, 000002
שפרעם, 008800, 0014.0, 000654, 000366, 000001, 000365, 000006, 000000, 000086, 000000, 000000, 000000, 000139, 000000, 000000, 000000, 000000, 000000, 000008, 000046, 000002, 000000, 000000, 000001, 000000, 000061, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000003, 000007, 000000, 000002, 000001, 000000, 000003
שפרעם, 008800, 0015.0, 000702, 000375, 000004, 000371, 000005, 000001, 000077, 000000, 000000, 000000, 000148, 000001, 000000, 000000, 000000, 000000, 000012, 000043, 000003, 000000, 000000, 000000, 000000, 000072, 000000, 000001, 000001, 000000, 000000, 000000, 000000, 000000, 000003, 000000, 000001, 000000, 000000, 000003
שפרעם, 008800, 0016.0, 000691, 000384, 000003, 000381, 000005, 000001, 000068, 000000, 000000, 000000, 000136, 000000, 000000, 000000, 000000, 000001, 000024, 000070, 000007, 000000, 000000, 000000, 000000, 000050, 000000, 000002, 000000, 000000, 000000, 000000, 000000, 000000, 000011, 000000, 000001, 000001, 000000, 000004
שפרעם, 008800, 0017.0, 000665, 000311, 000000, 000311, 000005, 000001, 000062, 000000, 000000, 000000, 000103, 000000, 000000, 000000, 000000, 000000, 000005, 000063, 000008, 000000, 000000, 000000, 000000, 000051, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000012, 000000, 000000, 000000, 000000, 000000
שפרעם, 008800, 0018.0, 000680, 000344, 000003, 000341, 000003, 000000, 000090, 000000, 000000, 000000, 000111, 000000, 000000, 000000, 000000, 000000, 000003, 000032, 000012, 000000, 000000, 000000, 000000, 000080, 000000, 000006, 000000, 000000, 000000, 000000, 000001, 000002, 000000, 000000, 000000, 000000, 000000, 000001
שפרעם, 008800, 0019.0, 000700, 000337, 000001, 000336, 000020, 000000, 000111, 000000, 000000, 000000, 000116, 000000, 000000, 000000, 000004, 000000, 000004, 000017, 000009, 000000, 000000, 000000, 000000, 000042, 000000, 000003, 000000, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000001, 000003, 000000, 000004
שפרעם, 008800, 0020.0, 000645, 000320, 000003, 000317, 000014, 000001, 000085, 000000, 000000, 000000, 000112, 000001, 000000, 000000, 000003, 000000, 000005, 000027, 000006, 000000, 000000, 000000, 000000, 000054, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000004, 000001, 000000, 000001, 000001, 000002
שפרעם, 008800, 0021.0, 000632, 000409, 000006, 000403, 000007, 000000, 000144, 000000, 000000, 000000, 000176, 000000, 000000, 000000, 000000, 000000, 000003, 000013, 000007, 000000, 000000, 000000, 000000, 000050, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000001
שפרעם, 008800, 0022.0, 000703, 000317, 000009, 000308, 000004, 000001, 000064, 000000, 000000, 000000, 000079, 000000, 000000, 000000, 000002, 000000, 000002, 000020, 000005, 000000, 000001, 000001, 000000, 000112, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000004, 000010, 000000, 000002, 000000, 000000, 000000
שפרעם, 008800, 0023.0, 000684, 000390, 000002, 000388, 000003, 000000, 000150, 000000, 000000, 000000, 000129, 000000, 000000, 000000, 000002, 000000, 000006, 000018, 000006, 000000, 000000, 000000, 000000, 000070, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000003, 000000, 000001, 000000, 000000, 000000
שפרעם, 008800, 0024.0, 000560, 000248, 000007, 000241, 000002, 000000, 000044, 000000, 000000, 000001, 000068, 000000, 000000, 000000, 000001, 000000, 000003, 000011, 000006, 000000, 000000, 000000, 000000, 000087, 000000, 000002, 000000, 000000, 000000, 000000, 000000, 000001, 000009, 000000, 000002, 000000, 000001, 000003
